Flow ID,Src IP,Src Port,Dst IP,Dst Port,Timestamp,Flow Duration,Tot Fwd Pkts,Tot Bwd Pkts,Totlen Fwd Pkts,Totlen Bwd Pkts,Fwd Pkt Len Max,Fwd Pkt Len Min,Fwd Pkt Len Mean,Fwd Pkt Len Std,Bwd Pkt Len Max,Bwd Pkt Len Min,Bwd Pkt Len Mean,Bwd Pkt Len Std,Flow Byts/s,Flow Pkts/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Tot,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Tot,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Len,Bwd Header Len,Fwd Pkts/s,Bwd Pkts/s,Pkt Len Min,Pkt Len Max,Pkt Len Mean,Pkt Len Std,Pkt Len Var,
192.168.1.101-93.184.221.133-56668-80-6,93.184.221.133,80,192.168.1.101,56668,2014-08-08 01:02:02,21459709.0,14,1,18200.0,1400.0,1400,0,1300.0,360.5551275463989,1400,1400,1400.0,0.0, , ,1532836.357142857,3219127.04421504,10327943.0,3.0,21011904.0,1616300.3076923077,3326016.917085808,10327943.0,3.0,0,0,0,0,0,0,0,0,0,292,20,0.6523853608639334,0.6523853608639334,0,1400,1312.5,338.886042793149,114843.75,
192.168.1.100-239.255.255.250-54714-1900-17,192.168.1.100,54714,239.255.255.250,1900,2014-08-08 01:02:02,3055716.0,1,1,133.0,133.0,133,133,133.0,0.0,133,133,133.0,0.0, , ,3055716.0,0.0,3055716.0,3055716.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0.32725554338164936,0.32725554338164936,133,133,133.0,0.0,0.0,
93.184.221.133-192.168.1.101-80-56668-6,192.168.1.101,56668,93.184.221.133,80,2014-08-08 01:02:02,21490574.0,10,1,1.0,0.0,1,0,0.1,0.3,0,0,0.0,0.0, , ,2149057.4,3675872.577429397,10072106.0,49.0,21251511.0,2361279.0,3816149.475575027,10072106.0,49.0,0,0,0,0,0,0,0,0,0,260,20,0.46532028413945575,0.46532028413945575,0,1,0.08333333333333333,0.2763853991962833,0.07638888888888888,
173.194.35.53-192.168.1.101-443-56643-6,192.168.1.101,56643,173.194.35.53,443,2014-08-08 01:02:03,25138475.0,20,1,3193.0,942.0,1400,0,159.65,415.00617766486323,942,942,942.0,0.0, , ,1256923.75,1430510.8880884086,4908951.0,18.0,24082890.0,1267520.5263157894,1466907.9041310481,4908951.0,18.0,0,0,0,0,0,1,0,0,0,508,20,0.7955932092141628,0.7955932092141628,0,1400,230.77272727272728,455.14532462602057,207157.26652892565,
192.168.1.101-90.84.136.33-56582-80-6,90.84.136.33,80,192.168.1.101,56582,2014-08-08 01:02:03,990542.0,3,1,4200.0,1400.0,1400,1400,1400.0,0.0,1400,1400,1400.0,0.0, , ,330180.6666666667,234455.56127097708,521577.0,5.0,521582.0,260791.0,260786.0,521577.0,5.0,0,0,0,0,0,0,0,0,0,60,20,3.028644923688243,3.028644923688243,1400,1400,1400.0,0.0,0.0,
192.168.1.101-173.194.35.53-56643-443-6,173.194.35.53,443,192.168.1.101,56643,2014-08-08 01:02:03,24867638.0,22,1,12640.0,0.0,1400,0,574.5454545454545,639.9430178662022,0,0,0.0,0.0, , ,1130347.1818181819,1365571.774549988,5183916.0,4.0,23762849.0,1131564.238095238,1397695.6144795688,5183916.0,4.0,0,0,0,0,0,0,0,0,0,452,20,0.8846839414342448,0.8846839414342448,0,1400,526.6666666666666,632.942313502757,400615.9722222223,
90.84.136.33-192.168.1.101-80-56582-6,192.168.1.101,56582,90.84.136.33,80,2014-08-08 01:02:03,770206.0,3,1,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0, , ,256735.33333333334,204363.55031549913,500106.0,51.0,270100.0,135050.0,134999.0,270049.0,51.0,0,0,0,0,0,0,0,0,0,84,32,3.8950618405984896,3.8950618405984896,0,0,0.0,0.0,0.0,
90.84.136.32-192.168.1.101-80-56600-6,192.168.1.101,56600,90.84.136.32,80,2014-08-08 01:02:03,0.0,0,1,0.0,1.0,0,0,0,0,1,1,1.0,0.0, , ,0,0,None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,1,1,1.0,0.0,0.0,
173.194.66.84-192.168.1.101-443-56651-6,192.168.1.101,56651,173.194.66.84,443,2014-08-08 01:02:04,2439043.0,4,1,502.0,1400.0,461,0,125.5,194.4228638817976,1400,1400,1400.0,0.0, , ,609760.75,469019.11892180634,1312321.0,9.0,2439034.0,813011.3333333334,357857.57881810406,1312321.0,491869.0,0,0,0,0,0,0,0,0,0,92,20,1.6399874868954751,1.6399874868954751,0,1400,550.3333333333334,621.4232767517555,386166.8888888889,
192.168.1.101-68.232.35.139-56659-443-6,68.232.35.139,443,192.168.1.101,56659,2014-08-08 01:02:04,0.0,0,1,0.0,0.0,0,0,0,0,0,0,0.0,0.0, , ,0,0,None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0.0,0.0,0.0,
68.232.35.139-192.168.1.101-443-56659-6,192.168.1.101,56659,68.232.35.139,443,2014-08-08 01:02:04,0.0,0,1,0.0,0.0,0,0,0,0,0,0,0.0,0.0, , ,0,0,None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0.0,0.0,0.0,
157.56.106.184-192.168.1.101-3544-59656-17,192.168.1.101,59656,157.56.106.184,3544,2014-08-08 01:02:04,0.0,0,1,0.0,61.0,0,0,0,0,61,61,61.0,0.0, , ,0,0,None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,61,61,61.0,0.0,0.0,
67.252.131.62-192.168.1.101-55645-49690-17,192.168.1.101,49690,67.252.131.62,55645,2014-08-08 01:02:04,27871375.0,3,1,180.0,56.0,64,56,60.0,3.265986323710881,56,56,56.0,0.0, , ,9290458.333333334,8554639.203737829,21224842.0,1605523.0,6646533.0,3323266.5,1717743.5,5041010.0,1605523.0,0,0,0,0,0,0,0,0,0,24,8,0.10763731606352396,0.10763731606352396,56,64,58.4,3.200000000000037,10.240000000000236,
192.168.1.101-173.194.66.84-56651-443-6,173.194.66.84,443,192.168.1.101,56651,2014-08-08 01:02:04,2469776.0,6,1,4319.0,0.0,1384,0,719.8333333333334,585.1342913288272,0,0,0.0,0.0, , ,411629.3333333333,557935.1235184567,1587456.0,1.0,2469775.0,493955.0,576961.7232659373,1587456.0,6.0,0,0,0,0,0,0,0,0,0,120,20,2.429370112917123,2.429370112917123,0,1384,539.875,594.9299197174404,353941.60937500006,
192.168.1.101-157.56.106.184-59656-3544-17,157.56.106.184,3544,192.168.1.101,59656,2014-08-08 01:02:04,0.0,0,1,0.0,109.0,0,0,0,0,109,109,109.0,0.0, , ,0,0,None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,109,109,109.0,0.0,0.0,
192.168.1.101-208.117.231.17-56564-443-6,208.117.231.17,443,192.168.1.101,56564,2014-08-08 01:02:05,27525913.0,50,1,70000.0,1400.0,1400,1400,1400.0,0.0,1400,1400,1400.0,0.0, , ,550518.26,675222.5540892665,3384227.0,2.0,26761264.0,546148.2448979592,681377.4636294207,3384227.0,2.0,0,0,0,0,0,0,0,0,0,1000,20,1.8164701748494227,1.8164701748494227,1400,1400,1400.0,0.0,0.0,
ff02::1:2-fe80::6d49:f772:ed9b:d16a-547-546-17,fe80::6d49:f772:ed9b:d16a,546,ff02::1:2,547,2014-08-08 01:02:05,0.0,0,1,0.0,83.0,0,0,0,0,83,83,83.0,0.0, , ,0,0,None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,83,83,83.0,0.0,0.0,
208.117.231.17-192.168.1.101-443-56564-6,192.168.1.101,56564,208.117.231.17,443,2014-08-08 01:02:05,23906519.0,41,1,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0, , ,583085.8292682926,555934.9351697468,3000044.0,34.0,23377084.0,584427.1,562775.6961272759,3000044.0,34.0,0,0,0,0,0,0,0,0,0,1176,20,1.7150133819147824,1.7150133819147824,0,0,0.0,0.0,0.0,
192.168.1.101-74.125.206.125-54760-443-6,74.125.206.125,443,192.168.1.101,54760,2014-08-08 01:02:05,0.0,0,1,0.0,26.0,0,0,0,0,26,26,26.0,0.0, , ,0,0,None,None,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,20,0,0,26,26,26.0,0.0,0.0,
173.194.35.39-192.168.1.101-443-56655-6,192.168.1.101,56655,173.194.35.39,443,2014-08-08 01:02:05,6443068.0,5,1,1253.0,41.0,1171,0,250.6,460.5651311161104,41,41,41.0,0.0, , ,1288613.6,1245140.5960945294,3765146.0,543553.0,5899515.0,1474878.75,1328343.0842710356,3765146.0,583902.0,0,0,0,0,0,1,0,0,0,100,20,0.7760278178035681,0.7760278178035681,0,1171,190.71428571428572,400.5998053939026,160480.20408163263,
74.125.206.125-192.168.1.101-443-54760-6,192.168.1.101,54760,74.125.206.125,443,2014-08-08 01:02:05,0.0,0,1,0.0,0.0,0,0,0,0,0,0,0.0,0.0, , ,0,0,None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0.0,0.0,0.0,
192.168.1.101-173.194.35.39-56655-443-6,173.194.35.39,443,192.168.1.101,56655,2014-08-08 01:02:05,6330887.0,4,1,1942.0,41.0,1241,0,485.5,508.55702728405987,41,41,41.0,0.0, , ,1582721.75,1480281.4129406908,3979672.0,3.0,4852728.0,1617576.0,1707859.7152648887,3979672.0,3.0,0,0,0,0,0,1,0,0,0,92,20,0.6318229973145943,0.6318229973145943,0,1241,337.3333333333333,465.10954504169115,216326.88888888893,
192.168.1.101-90.84.59.104-56638-80-6,90.84.59.104,80,192.168.1.101,56638,2014-08-08 01:02:06,0.0,0,1,0.0,1400.0,0,0,0,0,1400,1400,1400.0,0.0, , ,0,0,None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,1400,1400,1400.0,0.0,0.0,
90.84.59.104-192.168.1.101-80-56638-6,192.168.1.101,56638,90.84.59.104,80,2014-08-08 01:02:06,0.0,0,1,0.0,0.0,0,0,0,0,0,0,0.0,0.0, , ,0,0,None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0.0,0.0,0.0,
192.168.1.1-192.168.1.101-53-57311-17,192.168.1.101,57311,192.168.1.1,53,2014-08-08 01:02:07,1737106.0,1,2,38.0,416.0,38,38,38.0,0.0,378,38,208.0,170.0, , ,868553.0,131475.0,1000028.0,737078.0,0,0,0,0,0,1737106.0,1737106.0,0.0,1737106.0,1737106.0,0,0,0,0,8,16,0.5756701087901371,0.5756701087901371,38,378,123.0,147.22431864335456,21675.0,
192.168.1.1-192.168.1.101-53-55365-17,192.168.1.101,55365,192.168.1.1,53,2014-08-08 01:02:07,9510613.0,4,2,156.0,78.0,39,39,39.0,0.0,39,39,39.0,0.0, , ,1902122.6,1112890.8986529813,4000131.0,999839.0,7000209.0,2333403.0,1247288.9751114883,4000131.0,999931.0,9510613.0,9510613.0,0.0,9510613.0,9510613.0,0,0,0,0,32,16,0.42058277421234574,0.42058277421234574,39,39,39.0,0.0,0.0,
95.79.81.24-192.168.1.101-20101-42559-17,192.168.1.101,42559,95.79.81.24,20101,2014-08-08 01:02:07,0.0,0,1,0.0,67.0,0,0,0,0,67,67,67.0,0.0, , ,0,0,None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,67,67,67.0,0.0,0.0,
90.84.59.91-192.168.1.101-80-56595-6,192.168.1.101,56595,90.84.59.91,80,2014-08-08 01:02:08,0.0,0,1,0.0,1.0,0,0,0,0,1,1,1.0,0.0, , ,0,0,None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,1,1,1.0,0.0,0.0,
192.168.1.101-95.79.81.24-42559-20101-17,95.79.81.24,20101,192.168.1.101,42559,2014-08-08 01:02:08,0.0,0,1,0.0,70.0,0,0,0,0,70,70,70.0,0.0, , ,0,0,None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,70,70,70.0,0.0,0.0,
192.168.1.101-90.84.59.91-56595-80-6,90.84.59.91,80,192.168.1.101,56595,2014-08-08 01:02:08,0.0,0,1,0.0,0.0,0,0,0,0,0,0,0.0,0.0, , ,0,0,None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0.0,0.0,0.0,
90.84.136.33-192.168.1.101-80-56586-6,192.168.1.101,56586,90.84.136.33,80,2014-08-08 01:02:08,0.0,0,1,0.0,1.0,0,0,0,0,1,1,1.0,0.0, , ,0,0,None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,1,1,1.0,0.0,0.0,
192.168.1.101-90.84.136.33-56586-80-6,90.84.136.33,80,192.168.1.101,56586,2014-08-08 01:02:08,0.0,0,1,0.0,0.0,0,0,0,0,0,0,0.0,0.0, , ,0,0,None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0.0,0.0,0.0,
90.84.136.33-192.168.1.101-80-56583-6,192.168.1.101,56583,90.84.136.33,80,2014-08-08 01:02:08,0.0,0,1,0.0,1.0,0,0,0,0,1,1,1.0,0.0, , ,0,0,None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,1,1,1.0,0.0,0.0,
ff02::1:2-fe80::35d0:b39e:c3f7:e20f-547-546-17,fe80::35d0:b39e:c3f7:e20f,546,ff02::1:2,547,2014-08-08 01:02:09,0.0,0,1,0.0,89.0,0,0,0,0,89,89,89.0,0.0, , ,0,0,None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,89,89,89.0,0.0,0.0,
192.168.1.101-90.84.136.33-56583-80-6,90.84.136.33,80,192.168.1.101,56583,2014-08-08 01:02:09,0.0,0,1,0.0,0.0,0,0,0,0,0,0,0.0,0.0, , ,0,0,None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0.0,0.0,0.0,
90.84.136.33-192.168.1.101-80-56584-6,192.168.1.101,56584,90.84.136.33,80,2014-08-08 01:02:09,0.0,0,1,0.0,1.0,0,0,0,0,1,1,1.0,0.0, , ,0,0,None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,1,1,1.0,0.0,0.0,
90.84.136.33-192.168.1.101-80-56585-6,192.168.1.101,56585,90.84.136.33,80,2014-08-08 01:02:09,0.0,0,1,0.0,1.0,0,0,0,0,1,1,1.0,0.0, , ,0,0,None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,1,1,1.0,0.0,0.0,
192.168.1.101-90.84.136.33-56584-80-6,90.84.136.33,80,192.168.1.101,56584,2014-08-08 01:02:09,0.0,0,1,0.0,0.0,0,0,0,0,0,0,0.0,0.0, , ,0,0,None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0.0,0.0,0.0,
192.168.1.101-90.84.136.33-56585-80-6,90.84.136.33,80,192.168.1.101,56585,2014-08-08 01:02:09,0.0,0,1,0.0,0.0,0,0,0,0,0,0,0.0,0.0, , ,0,0,None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0.0,0.0,0.0,
ff02::1:3-fe80::6d49:f772:ed9b:d16a-5355-60775-17,fe80::6d49:f772:ed9b:d16a,60775,ff02::1:3,5355,2014-08-08 01:02:09,138740.0,1,1,28.0,28.0,28,28,28.0,0.0,28,28,28.0,0.0, , ,138740.0,0.0,138740.0,138740.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,7.20772668300418,7.20772668300418,28,28,28.0,0.0,0.0,
192.168.1.106-192.168.1.255-137-137-17,192.168.1.106,137,192.168.1.255,137,2014-08-08 01:02:10,1513224.0,2,1,100.0,50.0,50,50,50.0,0.0,50,50,50.0,0.0, , ,756612.0,7328.0,763940.0,749284.0,749284.0,749284.0,0.0,749284.0,749284.0,0,0,0,0,0,0,0,0,0,16,8,1.3216813901973536,1.3216813901973536,50,50,50.0,0.0,0.0,
ff02::1:2-fe80::895a:cc69:a63f:3594-547-546-17,fe80::895a:cc69:a63f:3594,546,ff02::1:2,547,2014-08-08 01:02:10,0.0,0,1,0.0,92.0,0,0,0,0,92,92,92.0,0.0, , ,0,0,None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,92,92,92.0,0.0,0.0,
173.252.102.24-192.168.1.101-443-56157-6,192.168.1.101,56157,173.252.102.24,443,2014-08-08 01:02:10,5353760.0,3,1,743.0,45.0,399,0,247.66666666666666,176.56034536541765,45,45,45.0,0.0, , ,1784586.6666666667,1818015.477545838,4350984.0,367321.0,1002776.0,501388.0,134067.0,635455.0,367321.0,0,0,0,0,0,1,0,0,0,60,20,0.5603538447745136,0.5603538447745136,0,399,166.6,169.00248518882793,28561.840000000004,
192.168.1.101-173.252.102.24-56157-443-6,173.252.102.24,443,192.168.1.101,56157,2014-08-08 01:02:11,4726987.0,4,1,840.0,0.0,482,0,210.0,214.52738752895866,0,0,0.0,0.0, , ,1181746.75,1840672.1470365622,4359315.0,1.0,367672.0,122557.33333333333,172925.00008256632,367110.0,1.0,0,0,0,0,0,0,0,0,0,80,20,0.8462049927363878,0.8462049927363878,0,482,140.0,201.19973492361598,40481.333333333336,
31.13.80.33-192.168.1.101-443-56575-6,192.168.1.101,56575,31.13.80.33,443,2014-08-08 01:02:11,6450187.0,7,1,562.0,1080.0,562,0,80.28571428571429,196.65903363487803,1080,1080,1080.0,0.0, , ,921455.2857142857,733997.7622226913,2432566.0,241569.0,6148960.0,1024826.6666666666,744140.6703748216,2432566.0,241569.0,0,0,0,0,0,1,0,0,0,164,20,1.0852398542863952,1.0852398542863952,0,1080,302.44444444444446,450.35667620505984,202821.1358024691,
192.168.1.101-31.13.80.33-56575-443-6,31.13.80.33,443,192.168.1.101,56575,2014-08-08 01:02:11,5898885.0,8,1,3569.0,0.0,1400,0,446.125,563.7890646110476,0,0,0.0,0.0, , ,737360.625,922192.9915192559,2869322.0,2.0,5898883.0,842697.5714285715,939768.243543946,2869322.0,2.0,0,0,0,0,0,0,0,0,0,160,20,1.3561885000300904,1.3561885000300904,0,1400,356.9,534.9120394980843,286130.8900000001,
90.84.136.33-192.168.1.101-80-56609-6,192.168.1.101,56609,90.84.136.33,80,2014-08-08 01:02:12,0.0,0,1,0.0,1.0,0,0,0,0,1,1,1.0,0.0, , ,0,0,None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,1,1,1.0,0.0,0.0,
192.168.1.101-90.84.136.33-56609-80-6,90.84.136.33,80,192.168.1.101,56609,2014-08-08 01:02:12,0.0,0,1,0.0,0.0,0,0,0,0,0,0,0.0,0.0, , ,0,0,None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0.0,0.0,0.0,
90.84.59.83-192.168.1.101-443-56596-6,192.168.1.101,56596,90.84.59.83,443,2014-08-08 01:02:12,0.0,0,1,0.0,1.0,0,0,0,0,1,1,1.0,0.0, , ,0,0,None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,1,1,1.0,0.0,0.0,
67.252.131.62-192.168.1.101-23754-56526-6,192.168.1.101,56526,67.252.131.62,23754,2014-08-08 01:02:13,1171247.0,2,1,4.0,4.0,4,0,2.0,2.0,4,4,4.0,0.0, , ,585623.5,136042.5,721666.0,449581.0,721666.0,721666.0,0.0,721666.0,721666.0,0,0,0,0,0,1,0,0,0,40,20,1.7075817483417248,1.7075817483417248,0,4,3.0,1.7320508075688772,2.9999999999999996,
192.168.1.101-90.84.59.83-56596-443-6,90.84.59.83,443,192.168.1.101,56596,2014-08-08 01:02:13,0.0,0,1,0.0,0.0,0,0,0,0,0,0,0.0,0.0, , ,0,0,None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0.0,0.0,0.0,
192.168.1.101-67.252.131.62-56526-23754-6,67.252.131.62,23754,192.168.1.101,56526,2014-08-08 01:02:13,1289935.0,1,1,0.0,4.0,0,0,0.0,0.0,4,4,4.0,0.0, , ,1289935.0,0.0,1289935.0,1289935.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,32,20,0.7752328605704938,0.7752328605704938,0,4,2.6666666666666665,1.8856180831641267,3.5555555555555554,
192.168.1.103-192.168.1.255-137-137-17,192.168.1.103,137,192.168.1.255,137,2014-08-08 01:02:14,1496294.0,2,1,100.0,50.0,50,50,50.0,0.0,50,50,50.0,0.0, , ,748147.0,2470.0,750617.0,745677.0,745677.0,745677.0,0.0,745677.0,745677.0,0,0,0,0,0,0,0,0,0,16,8,1.336635714638968,1.336635714638968,50,50,50.0,0.0,0.0,
192.168.1.101-173.194.35.53-56644-443-6,173.194.35.53,443,192.168.1.101,56644,2014-08-08 01:02:14,1755287.0,2,1,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0, , ,877643.5,877638.5,1755282.0,5.0,5.0,5.0,0.0,5.0,5.0,0,0,0,0,0,0,0,0,0,40,32,1.1394148079487856,1.1394148079487856,0,0,0.0,0.0,0.0,
188.235.139.124-192.168.1.101-6881-42559-17,192.168.1.101,42559,188.235.139.124,6881,2014-08-08 01:02:14,0.0,0,1,0.0,67.0,0,0,0,0,67,67,67.0,0.0, , ,0,0,None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,67,67,67.0,0.0,0.0,
ff02::1:2-fe80::6db5:b22e:b0d3:9273-547-546-17,fe80::6db5:b22e:b0d3:9273,546,ff02::1:2,547,2014-08-08 01:02:16,15318530.0,4,1,352.0,88.0,88,88,88.0,0.0,88,88,88.0,0.0, , ,3829632.5,2681468.4873677427,8065702.0,1009581.0,14308949.0,4769649.666666667,2460183.3069542237,8065702.0,2156853.0,0,0,0,0,0,0,0,0,0,32,8,0.26112166115155955,0.26112166115155955,88,88,88.0,0.0,0.0,
