Flow ID,Src IP,Src Port,Dst IP,Dst Port,Protocol,Timestamp,Flow Duration,Tot Fwd Pkts,Tot Bwd Pkts,TotLen Fwd Pkts,TotLen Bwd Pkts,Fwd Pkt Len Max,Fwd Pkt Len Min,Fwd Pkt Len Mean,Fwd Pkt Len Std,Bwd Pkt Len Max,Bwd Pkt Len Min,Bwd Pkt Len Mean,Bwd Pkt Len Std,Flow Byts/s,Flow Pkts/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Tot,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Tot,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Len,Bwd Header Len,Fwd Pkts/s,Bwd Pkts/s,Pkt Len Min,Pkt Len Max,Pkt Len Mean,Pkt Len Std,Pkt Len Var,FIN Flag Cnt,SYN Flag Cnt,RST Flag Cnt,PSH Flag Cnt,ACK Flag Cnt,URG Flag Cnt,CWE Flag Count,ECE Flag Cnt,Down/Up Ratio,Pkt Size Avg,Fwd Seg Size Avg,Bwd Seg Size Avg,Fwd Byts/b Avg,Fwd Pkts/b Avg,Fwd Blk Rate Avg,Bwd Byts/b Avg,Bwd Pkts/b Avg,Bwd Blk Rate Avg,Subflow Fwd Pkts,Subflow Fwd Byts,Subflow Bwd Pkts,Subflow Bwd Byts,Init Fwd Win Byts,Init Bwd Win Byts,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
192.168.1.101-68.232.35.139-56659-443-6,192.168.1.101,56659,68.232.35.139,443,6,07/08/2014 09:02:04 PM,119,1,1,0.0,31.0,0.0,0.0,0.0,0.0,31.0,31.0,31.0,0.0,260504.20168067227,16806.72268907563,119.0,0.0,119.0,119.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,20,20,8403.361344537814,8403.361344537814,0.0,31.0,20.666666666666664,17.8978583448784,320.33333333333337,0,0,0,1,1,0,0,0,1.0,31.0,0.0,31.0,0,0,0,0,0,0,1,0,1,31,-1,63026,0,0,0,0,0,0,0,0,0,0,No Label
192.168.1.101-68.232.35.139-56659-443-6,68.232.35.139,443,192.168.1.101,56659,6,07/08/2014 09:02:04 PM,3,2,1,31.0,0.0,31.0,0.0,15.5,21.920310216782973,0.0,0.0,0.0,0.0,1.0333333333333334E7,1000000.0,1.5,0.7071067811865476,2.0,1.0,1.0,1.0,0.0,1.0,1.0,0,0,0,0,0,0,0,0,0,40,20,666666.6666666666,333333.3333333333,0.0,31.0,7.75,15.500000000000002,240.25000000000003,0,0,0,0,1,0,0,0,0.0,10.333333333333334,15.5,0.0,0,0,0,0,0,0,2,31,1,0,-1,16616,1,0,0,0,0,0,0,0,0,0,No Label
192.168.1.101-90.84.59.130-56671-443-6,192.168.1.101,56671,90.84.59.130,443,6,07/08/2014 09:02:02 PM,7100025,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2816891489818698,7100025.0,0.0,7100025.0,7100025.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,0.1408445744909349,0.1408445744909349,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,-1,64236,0,0,0,0,0,0,0,0,0,0,No Label
173.194.35.53-192.168.1.101-443-56644-6,192.168.1.101,56644,173.194.35.53,443,6,07/08/2014 09:02:12 PM,3923267,4,2,158.0,41.0,76.0,0.0,39.5,31.075177661063606,41.0,0.0,20.5,28.991378028648448,50.72303261541975,1.5293376667965755,784653.4,678136.8199768392,1510050.0,127.0,3175766.0,1058588.6666666665,931725.0676848474,1754720.0,127.0,2413090.0,2413090.0,0.0,2413090.0,2413090.0,0,1,0,0,80,52,1.0195584445310502,0.5097792222655251,0.0,76.0,34.285714285714285,26.681543469311553,711.9047619047619,0,0,0,1,1,0,0,0,0.0,40.0,39.5,20.5,0,0,0,0,0,0,4,158,2,41,-1,42718,3,0,0,0,0,0,0,0,0,0,No Label
173.194.35.55-192.168.1.101-443-56675-6,192.168.1.101,56675,173.194.35.55,443,6,07/08/2014 09:02:22 PM,330594,3,2,517.0,0.0,517.0,0.0,172.33333333333331,298.4900891710365,0.0,0.0,0.0,0.0,1563.8517335462834,15.124291426946648,82648.5,164081.95346736538,328770.0,95.0,1481.0,740.5,912.8748545118328,1386.0,95.0,328770.0,328770.0,0.0,328770.0,328770.0,0,0,0,0,60,56,9.074574856167988,6.049716570778659,0.0,517.0,86.16666666666667,211.0643661698172,44548.16666666667,0,1,0,0,0,0,0,0,0.0,103.4,172.33333333333334,0.0,0,0,0,0,0,0,3,517,2,0,-1,42900,1,0,0,0,0,0,0,0,0,0,No Label
173.194.35.55-192.168.1.101-443-56675-6,173.194.35.55,443,192.168.1.101,56675,6,07/08/2014 09:02:23 PM,3,2,1,0.0,137.0,0.0,0.0,0.0,0.0,137.0,137.0,137.0,0.0,4.5666666666666664E7,1000000.0,1.5,0.7071067811865476,2.0,1.0,2.0,2.0,0.0,2.0,2.0,0,0,0,0,0,0,1,0,0,40,20,666666.6666666666,333333.3333333333,0.0,137.0,68.5,79.09698687897873,6256.333333333333,0,0,0,1,1,0,0,0,0.0,91.33333333333333,0.0,137.0,0,0,0,0,0,0,2,0,1,137,-1,42383,0,0,0,0,0,0,0,0,0,0,No Label
173.194.35.55-192.168.1.101-443-56676-6,192.168.1.101,56676,173.194.35.55,443,6,07/08/2014 09:02:22 PM,345266,3,2,517.0,0.0,517.0,0.0,172.33333333333331,298.4900891710365,0.0,0.0,0.0,0.0,1497.3962104580237,14.481588108878372,86316.5,153911.60795404614,316331.0,85.0,28421.0,14210.5,19976.473675301153,28336.0,85.0,316331.0,316331.0,0.0,316331.0,316331.0,0,0,0,0,60,56,8.688952865327023,5.792635243551349,0.0,517.0,86.16666666666667,211.0643661698172,44548.16666666667,0,1,0,0,0,0,0,0,0.0,103.4,172.33333333333334,0.0,0,0,0,0,0,0,3,517,2,0,-1,42900,1,0,0,0,0,0,0,0,0,0,No Label
173.194.35.55-192.168.1.101-443-56676-6,173.194.35.55,443,192.168.1.101,56676,6,07/08/2014 09:02:23 PM,4,2,1,0.0,137.0,0.0,0.0,0.0,0.0,137.0,137.0,137.0,0.0,3.425E7,750000.0,2.0,0.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0,0,0,0,0,0,0,1,0,0,40,20,500000.0,250000.0,0.0,137.0,68.5,79.09698687897873,6256.333333333333,0,0,0,1,1,0,0,0,0.0,91.33333333333333,0.0,137.0,0,0,0,0,0,0,2,0,1,137,-1,42383,0,0,0,0,0,0,0,0,0,0,No Label
173.194.66.84-192.168.1.101-443-56652-6,192.168.1.101,56652,173.194.66.84,443,6,07/08/2014 09:02:21 PM,4041516,2,5,41.0,151.0,41.0,0.0,20.5,28.991378028648448,65.0,0.0,30.2,29.029295547773806,47.5069256190004,1.7320233298593894,673586.0,792115.8538360408,2151905.0,4.0,2700495.0,2700495.0,0.0,2700495.0,2700495.0,4041516.0,1010379.0,917524.6524728006,2151905.0,4.0,0,1,0,0,40,112,0.49486380853125417,1.2371595213281354,0.0,65.0,29.125,25.37398836829334,643.8392857142857,0,0,0,1,1,0,0,0,2.0,33.285714285714285,20.5,30.2,0,0,0,0,0,0,2,41,5,151,-1,42714,1,0,0,0,0,0,0,0,0,0,No Label
173.194.66.84-192.168.1.101-443-56652-6,192.168.1.101,56652,173.194.66.84,443,6,07/08/2014 09:02:25 PM,251,2,1,76.0,0.0,76.0,0.0,38.0,53.74011537017761,0.0,0.0,0.0,0.0,302788.84462151397,11952.191235059761,125.5,60.10407640085654,168.0,83.0,83.0,83.0,0.0,83.0,83.0,0,0,0,0,0,0,0,0,0,40,20,7968.127490039841,3984.0637450199206,0.0,76.0,19.0,38.0,1444.0,0,0,0,0,1,0,0,0,0.0,25.333333333333332,38.0,0.0,0,0,0,0,0,0,2,76,1,0,-1,63093,1,0,0,0,0,0,0,0,0,0,No Label
173.194.35.58-192.168.1.101-80-56588-6,192.168.1.101,56588,173.194.35.58,80,6,07/08/2014 09:02:12 PM,14197672,0,2,0.0,1.0,0,0,0,0,1.0,0.0,0.5,0.7071067811865476,0.07043408243266924,0.14086816486533849,1.4197672E7,0.0,1.4197672E7,1.4197672E7,0,0,0,0,0,1.4197672E7,1.4197672E7,0.0,1.4197672E7,1.4197672E7,0,0,0,0,0,40,0.0,0.14086816486533849,0.0,1.0,0.6666666666666667,0.5773502691896257,0.3333333333333333,0,0,0,0,1,0,0,0,0.0,1.0,0.0,0.5,0,0,0,0,0,0,0,0,2,1,-1,42370,0,0,0,0,0,0,0,0,0,0,No Label
173.194.35.44-192.168.1.101-443-56654-6,192.168.1.101,56654,173.194.35.44,443,6,07/08/2014 09:02:20 PM,8169202,3,2,117.0,41.0,76.0,0.0,39.0,38.03945320322047,41.0,0.0,20.5,28.991378028648448,19.3409344021607,0.6120548861443259,2042300.5,3367329.7088335436,7067390.0,110.0,7348334.0,3674167.0,5195901.238331807,7348224.0,110.0,1101702.0,1101702.0,0.0,1101702.0,1101702.0,0,1,0,0,60,52,0.36723293168659554,0.2448219544577304,0.0,76.0,33.166666666666664,29.04766198279419,843.7666666666668,0,0,0,1,1,0,0,0,0.0,39.8,39.0,20.5,0,0,0,0,0,0,3,117,2,41,-1,42000,2,0,1101702.0,0.0,1101702.0,1101702.0,7067390.0,0.0,7067390.0,7067390.0,No Label
173.194.35.58-192.168.1.101-80-56588-6,192.168.1.101,56588,173.194.35.58,80,6,07/08/2014 09:02:26 PM,2398972,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8336904307344979,2398972.0,0.0,2398972.0,2398972.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,0.41684521536724894,0.41684521536724894,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,-1,63636,0,0,0,0,0,0,0,0,0,0,No Label
192.168.1.101-208.117.231.17-56561-443-6,208.117.231.17,443,192.168.1.101,56561,6,07/08/2014 09:02:01 PM,31560279,70,54,98000.0,1400.0,1400.0,1400.0,1400.0,0.0,1400.0,0.0,25.925925925925917,190.5158688831361,3149.528557716489,3.9289893476543725,256587.63414634138,438905.0938932736,3168913.0,3.0,3.0674539E7,444558.53623188415,604818.2556694585,3369288.0,3.0,3.1560279E7,595476.962264151,636403.5999556402,3400645.0,22.0,0,0,0,0,1400,1404,2.217977857546823,1.7110114901075493,0.0,1400.0,806.4000000000002,694.6505271276412,482539.35483870987,0,0,0,0,1,0,0,0,0.0,812.9032258064516,1400.0,25.925925925925927,0,0,0,0,0,0,70,98000,54,1400,-1,64400,70,0,0,0,0,0,0,0,0,0,No Label
192.168.1.101-90.84.59.104-56638-80-6,90.84.59.104,80,192.168.1.101,56638,6,07/08/2014 09:02:06 PM,202070,0,2,0.0,1400.0,0,0,0,0,1400.0,0.0,700.0,989.9494936611666,6928.292175978621,9.89756025139803,202070.0,0.0,202070.0,202070.0,0,0,0,0,0,202070.0,202070.0,0.0,202070.0,202070.0,0,0,0,0,0,52,0.0,9.89756025139803,0.0,1400.0,933.3333333333333,808.2903768654761,653333.3333333334,0,0,0,0,1,0,0,0,0.0,1400.0,0.0,700.0,0,0,0,0,0,0,0,0,2,1400,-1,64400,0,0,0,0,0,0,0,0,0,0,No Label
192.168.1.101-90.84.136.33-56586-80-6,192.168.1.101,56586,90.84.136.33,80,6,07/08/2014 09:02:08 PM,225599,0,2,0.0,1.0,0,0,0,0,1.0,0.0,0.5,0.7071067811865476,4.432643761718802,8.865287523437605,225599.0,0.0,225599.0,225599.0,0,0,0,0,0,225599.0,225599.0,0.0,225599.0,225599.0,0,0,0,0,0,52,0.0,8.865287523437605,0.0,1.0,0.6666666666666667,0.5773502691896257,0.3333333333333333,0,0,0,0,1,0,0,0,0.0,1.0,0.0,0.5,0,0,0,0,0,0,0,0,2,1,-1,20034,0,0,0,0,0,0,0,0,0,0,No Label
192.168.1.101-74.125.206.125-54760-443-6,74.125.206.125,443,192.168.1.101,54760,6,07/08/2014 09:02:05 PM,195783,0,2,0.0,26.0,0,0,0,0,26.0,0.0,13.0,18.384776310850235,132.80008989544547,10.21539153041888,195783.0,0.0,195783.0,195783.0,0,0,0,0,0,195783.0,195783.0,0.0,195783.0,195783.0,0,1,0,0,0,40,0.0,10.21539153041888,0.0,26.0,17.333333333333336,15.01110699893027,225.33333333333331,0,0,0,1,1,0,0,0,0.0,26.0,0.0,13.0,0,0,0,0,0,0,0,0,2,26,-1,64166,0,0,0,0,0,0,0,0,0,0,No Label
173.194.35.44-192.168.1.101-443-56654-6,173.194.35.44,443,192.168.1.101,56654,6,07/08/2014 09:02:28 PM,5,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,399999.99999999994,5.0,0.0,5.0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,199999.99999999997,199999.99999999997,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,-1,0,0,0,0,0,0,0,0,0,0,0,No Label
173.194.35.55-192.168.1.101-443-56677-6,192.168.1.101,56677,173.194.35.55,443,6,07/08/2014 09:02:23 PM,1541841,7,11,1130.0,2139.0,517.0,0.0,161.42857142857142,234.28960507802955,1384.0,0.0,194.45454545454547,404.78225347373217,2120.192678752219,11.674355526931766,90696.5294117647,141471.911456885,427250.0,2.0,806274.0,134379.0,168015.0105484626,369107.0,1380.0,1541841.0,154184.1,175305.18904562472,428999.0,2.0,0,0,0,0,140,236,4.540027149362353,7.134328377569412,0.0,1384.0,172.05263157894737,333.64559934893833,111319.38596491226,0,1,0,0,0,0,0,0,1.0,181.61111111111111,161.42857142857142,194.45454545454547,0,0,0,0,0,0,7,1130,11,2139,-1,42383,4,0,0,0,0,0,0,0,0,0,No Label
173.194.35.55-192.168.1.101-443-56675-6,192.168.1.101,56675,173.194.35.55,443,6,07/08/2014 09:02:23 PM,27926,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.61784716751414,27926.0,0.0,27926.0,27926.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,35.80892358375707,35.80892358375707,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,-1,64400,0,0,0,0,0,0,0,0,0,0,No Label
173.194.35.53-192.168.1.101-443-56643-6,192.168.1.101,56643,173.194.35.53,443,6,07/08/2014 09:02:03 PM,25138475,20,24,3193.0,13582.0,1400.0,0.0,159.64999999999998,425.787354265755,1400.0,0.0,565.9166666666667,641.7684071421693,667.303804228379,1.750305060271158,584615.6976744186,1079046.748930112,4900473.0,4.0,2.408289E7,1267520.5263157897,1507104.6042152175,4908951.0,18.0,2.5138226E7,1092966.347826087,1377288.9263681488,5183916.0,4.0,0,1,0,0,508,492,0.7955932092141628,0.9547118510569953,0.0,1400.0,393.7111111111111,584.3715202996924,341490.07373737375,0,0,0,1,1,0,0,0,1.0,402.65909090909093,159.65,565.9166666666666,0,0,0,0,0,0,20,3193,24,13582,-1,42718,8,0,0,0,0,0,0,0,0,0,No Label
192.168.1.101-208.117.231.17-56564-443-6,208.117.231.17,443,192.168.1.101,56564,6,07/08/2014 09:02:05 PM,27525913,50,43,70000.0,1400.0,1400.0,1400.0,1400.0,0.0,1400.0,0.0,32.55813953488371,213.49799846564653,2593.919409684976,3.3786345252199266,299194.70652173914,517513.68095922633,3384052.0,2.0,2.6761264E7,546148.2448979592,688438.5585808334,3384227.0,2.0,2.4141861E7,574806.2142857142,558518.4304578492,3000044.0,34.0,0,0,0,0,1000,1216,1.8164701748494227,1.5621643503705036,0.0,1400.0,774.4680851063827,699.7597391382805,489663.69251887436,0,0,0,0,1,0,0,0,0.0,782.7956989247311,1400.0,32.55813953488372,0,0,0,0,0,0,50,70000,43,1400,-1,64400,50,0,0,0,0,0,0,0,0,0,No Label
192.168.1.1-192.168.1.101-53-55365-17,192.168.1.101,55365,192.168.1.1,53,17,07/08/2014 09:02:07 PM,9510613,4,2,156.0,78.0,39.0,39.0,39.0,0.0,39.0,39.0,39.0,0.0,24.604092291422226,0.6308741613185186,1902122.6,1244249.8504644474,4000131.0,999839.0,7000209.0,2333403.0,1527610.7754110666,4000131.0,999931.0,9510613.0,9510613.0,0.0,9510613.0,9510613.0,0,0,0,0,32,16,0.42058277421234574,0.21029138710617287,39.0,39.0,39.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,45.5,39.0,39.0,0,0,0,0,0,0,4,156,2,78,-1,-1,4,0,0,0,0,0,0,0,0,0,No Label
